course1_marks,course2_marks,course3_marks,course4_marks,course5_marks,currentCGPA,previousCGPA,semester,totalcredithours,attendanceRate,studyHours,next_semester_CGPA,recommendation
0.9644941357035975,1.5402661835503093,-0.46500123024636325,-0.6618703525636177,-0.4043439779517427,1.7724152632879246,1.7866836661320251,-0.3613623055558949,1.0470658033992397,0.8327964837717722,0.08569483237022167,3.43,0
-0.9071131227498169,1.3861518953906367,0.3842801974356505,0.49857425508073006,0.4750844264494858,2.164665170483067,2.031248571603599,-0.3613623055558949,1.0470658033992397,1.432814141227527,1.31084633988013,4.0,0
0.7399012646891878,-1.387905291483471,-1.1598678528952835,0.20846310316964314,1.0613700293836381,-0.25159425783901107,-0.3969315612927437,-1.1233257528770366,-0.6363035267347965,-0.5160432101887642,-0.8226071473354005,1.84,2
0.2907155226603684,0.38440902235276436,-1.082660450378737,-1.387148232341335,-0.33105827758497364,1.929315226165981,2.031248571603599,0.7815828654258179,1.4679081359327486,-1.0872600200866436,0.8038870953932714,3.91,0
0.2907155226603684,-0.15499098620608992,0.9247320150514774,-0.9519815044747046,0.9147986286501,-1.067474064804908,-0.641496466764318,-0.3613623055558949,1.0470658033992397,0.4727858892983193,0.782763793539652,1.5,3
-0.7573845420735437,1.0779233190712914,-1.3914900604449236,-0.44428698863030247,-0.33105827758497364,-0.6281541687463483,-0.7637789195001052,1.5435463127469597,-1.0571458592683056,-1.0872600200866436,-0.4212644121166376,2.23,4
-1.1317059937642266,-1.4649624355633075,-1.1598678528952835,-0.08164804874144378,-0.4776296783185117,0.2975556122341879,-0.32705587401515107,-0.3613623055558949,0.20538113833222155,-0.9672564885954925,1.3530929435873686,2.4,1
0.36557981299850495,-1.0796767151641258,0.3070727949191038,-1.1695648684080198,1.5743699319510214,-1.0517840685171023,-0.8161856849582997,0.019619418104676035,-0.6363035267347965,-0.9672564885954925,0.19131134163831726,1.6,4
1.1890870067180073,-0.6173338506851079,-0.6194160352794567,-1.3146204443635632,1.6476556323177904,-0.5026341984439026,-0.6764343104031144,-1.1233257528770366,1.4679081359327486,-0.36843886645464974,-1.0972100714324493,1.7,2
-0.23333450970658767,1.3861518953906367,-0.8510382428290968,0.1359353151918714,0.841512928283331,-0.9419540945024623,-0.8336546067776979,-0.3613623055558949,0.6262234708657306,-0.36723883113973765,-2.132251862259786,1.72,4
